1,0,1,
1,0.333333,1,
1,0.666667,1,
1,1,1,
0.666667,0,1,
0.666667,0.333333,1,
0.666667,0.666667,1,
0.666667,1,1,
0.333333,0,1,
0.333333,0.333333,1,
0.333333,0.666667,1,
0.333333,1,1,
1.11022e-016,0,1,
1.11022e-016,0.333333,1,
1.11022e-016,0.666667,1,
1.11022e-016,1,1,
1,0,0.666667,
1,0.333333,0.666667,
1,0.666667,0.666667,
1,1,0.666667,
1,0,0.333333,
1,0.333333,0.333333,
1,0.666667,0.333333,
1,1,0.333333,
0.666667,0,0.666667,
0.333333,0,0.666667,
0.666667,0,0.333333,
0.333333,0,0.333333,
1,0,0,
1,0.333333,0,
1,0.666667,0,
1,1,0,
0.666667,0,0,
0.666667,0.333333,0,
0.666667,0.666667,0,
0.666667,1,0,
0.333333,0,0,
0.333333,0.333333,0,
0.333333,0.666667,0,
0.333333,1,0,
1.11022e-016,0,0,
1.11022e-016,0.333333,0,
1.11022e-016,0.666667,0,
1.11022e-016,1,0,
0,0,0.666667,
0,0.333333,0.666667,
0,0.666667,0.666667,
0,1,0.666667,
0,0,0.333333,
0,0.333333,0.333333,
0,0.666667,0.333333,
0,1,0.333333,
0.666667,1,0.666667,
0.333333,1,0.666667,
0.666667,1,0.333333,
0.333333,1,0.333333,
